st,city,population,violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
California,Grass Valley,12883,115,667,123,484,60
California,Greenfield,17061,101,324,88,144,92
California,Gridley,6580,113,196,54,124,18
California,Grover Beach,13589,33,345,67,242,36
California,Guadalupe,7318,9,100,26,63,11
California,Gustine,5726,25,142,52,70,20
California,Hanford,55299,315,2012,275,1504,233
California,Hawaiian Gardens,14629,86,318,66,191,61
California,Hawthorne,88410,628,2482,479,1468,535
California,Hayward,157157,556,4483,729,2366,1388
California,Healdsburg,11744,16,239,37,190,12
California,Hemet,84030,605,3768,908,2306,554
California,Hercules,25326,31,392,113,214,65
California,Hermosa Beach,19986,44,585,121,423,41
California,Hesperia,93348,302,2227,574,1275,378
California,Hidden Hills,1935,1,8,1,6,1
California,Highland,55011,202,1242,407,534,301
California,Hillsborough,11559,1,126,64,55,7
California,Hollister,37604,137,530,117,316,97
California,Holtville,6376,15,100,26,72,2
California,Hughson,7377,13,154,39,79,36
California,Huntington Beach,203233,420,4942,723,3846,373
California,Huntington Park,59668,386,2027,176,1055,796
California,Huron,6818,38,75,14,40,21
California,Imperial,17338,5,54,2,47,5
California,Imperial Beach,27341,88,359,76,214,69
California,Indian Wells,5279,5,150,33,105,12
California,Indio,87195,585,2112,454,1187,471
California,Industry,206,68,1050,154,718,178
California,Inglewood,112450,775,2612,523,1406,683
California,Ione,6804,7,50,9,36,5
California,Irvine,258198,144,3868,523,3144,201
California,Irwindale,1433,27,166,38,109,19
California,Isleton,834,4,26,13,13,0
California,Jackson,4593,15,134,46,79,9
California,Jurupa Valley,99706,260,2860,443,1579,838
California,Kensington,5329,1,86,21,52,13
California,Kerman,14595,33,394,68,296,30
California,King City,13755,61,213,48,110,55
California,Kingsburg,11813,28,340,97,165,78
California,La Canada Flintridge,20763,20,287,106,169,12
California,Lafayette,25886,14,523,49,433,41
California,Laguna Beach,23485,76,558,78,420,60
California,Laguna Hills,31139,43,522,80,396,46
California,Laguna Niguel,66035,49,691,113,529,49
California,Laguna Woods,16501,5,141,17,117,7
California,La Habra,62488,104,1279,189,928,162
California,La Habra Heights,5500,2,55,20,32,3
California,Lake Elsinore,61871,137,1909,253,1352,304
California,Lake Forest,80798,109,908,134,684,90
California,Lakeport,4781,29,238,39,179,20
California,Lake Shastina,2529,1,9,0,8,1
California,Lakewood,82047,222,2198,378,1515,305
California,La Mesa,59676,196,1740,276,1234,230
California,La Mirada,49685,74,857,158,576,123
California,Lancaster,162095,1005,3818,1342,1982,494
California,La Palma,16001,13,304,113,170,21
California,La Puente,40958,119,483,91,265,127
California,La Quinta,40554,80,1220,181,972,67
California,La Verne,32595,68,928,187,693,48
California,Lawndale,33605,196,502,114,284,104
California,Lemon Grove,26798,161,494,51,351,92
California,Lemoore,25348,118,700,160,440,100
California,Lincoln,46663,28,646,127,455,64
California,Lindsay,13579,59,280,63,146,71
California,Livermore,88316,233,2113,255,1596,262
California,Livingston,14007,58,360,79,204,77
California,Lodi,64369,377,2093,410,1243,440
California,Loma Linda,23985,27,738,184,396,158
California,Lomita,20893,67,401,80,277,44
California,Long Beach,476318,2766,14337,3094,8413,2830
California,Los Alamitos,11789,18,224,52,121,51
California,Los Altos,30598,6,333,120,194,19
California,Los Altos Hills,8485,1,60,24,32,4
California,Los Angeles,3962726,25156,93503,16160,61191,16152
California,Los Banos,37395,131,1357,307,805,245
California,Los Gatos,31044,31,701,149,494,58
California,Lynwood,72398,414,1419,293,484,642
California,Madera,64127,450,1922,462,1135,325
California,Malibu,13033,25,360,84,255,21
California,Mammoth Lakes,7955,14,143,25,107,11
California,Manhattan Beach,36065,70,947,206,697,44
California,Manteca,75019,213,2449,420,1624,405
California,Marina,21094,51,543,84,391,68
California,Martinez,37923,51,954,164,570,220
California,Marysville,12264,85,482,78,311,93
California,Maywood,28070,73,358,39,175,144
California,McFarland,13848,61,275,71,103,101
California,Menifee,87051,125,1799,290,1201,308
California,Mendota,11470,90,307,62,132,113
California,Menlo Park,33619,32,616,143,448,25
California,Merced,82409,763,2760,588,1608,564
California,Mill Valley,14527,4,221,47,159,15
California,Milpitas,75520,77,1966,277,1424,265
California,Mission Viejo,98217,86,1090,155,859,76
California,Modesto,210794,2025,10123,1639,6749,1735
California,Monrovia,37618,47,702,103,504,95
California,Montague,1385,1,19,6,12,1
California,Montclair,38899,221,1740,254,1105,381
California,Montebello,64280,158,1682,582,597,503
California,Monterey,28491,136,998,167,755,76
California,Monterey Park,61750,103,1349,378,728,243
California,Monte Sereno,3582,0,41,10,28,3
California,Moorpark,35804,35,336,78,233,25
California,Moraga,17284,7,202,41,136,25
California,Moreno Valley,205182,643,6663,1190,4312,1161
California,Morgan Hill,43154,71,730,100,520,110
California,Morro Bay,10620,46,276,54,211,11
California,Mountain View,80705,164,2030,327,1561,142
California,Mount Shasta,3258,4,50,6,40,4
California,Murrieta,109495,69,1700,287,1173,240
California,Napa,80749,298,1412,355,905,152
California,National City,60768,327,1449,183,942,324
California,Needles,4998,25,185,80,82,23
California,Nevada City,3020,14,109,27,68,14
California,Newark,45258,101,1168,287,701,180
California,Newman,10881,16,147,29,86,32
California,Newport Beach,87749,112,2181,394,1652,135
California,Norco,26925,49,709,135,505,69
California,Norwalk,107470,400,1910,395,1087,428
California,Novato,55782,103,1032,219,676,137
California,Oakdale,22137,43,861,167,628,66
California,Oakland,419481,6051,24568,3333,14846,6389
California,Oakley,40163,68,592,91,305,196
California,Oceanside,176319,702,4597,589,3541,467
California,Ojai,7665,7,66,15,49,2
California,Ontario,170274,547,5169,897,3206,1066
California,Orange,140572,172,2897,525,2016,356
California,Orange Cove,9715,15,150,41,62,47
California,Orinda,19311,5,229,50,164,15
California,Orland,7549,22,119,27,76,16
California,Oroville,16289,108,1143,264,710,169
California,Oxnard,207221,920,6696,1103,4758,835
California,Pacifica,39531,68,703,138,492,73
California,Pacific Grove,15734,7,288,51,219,18
California,Palmdale,159613,830,2988,803,1730,455
California,Palm Desert,51847,117,2299,375,1788,136
California,Palm Springs,47388,279,3029,898,1790,341
California,Palo Alto,67560,68,1704,213,1405,86
California,Palos Verdes Estates,13739,7,169,82,78,9
California,Paradise,26514,52,521,212,245,64
California,Paramount,55727,283,1692,246,956,490
California,Parlier,15106,95,240,76,109,55
California,Pasadena,141815,428,3693,830,2540,323
California,Paso Robles,31659,62,1106,169,848,89
California,Patterson,21410,50,498,132,250,116
California,Perris,75036,178,1833,323,1025,485
California,Petaluma,60450,244,1338,206,1046,86
California,Pico Rivera,64551,199,1451,263,803,385
California,Piedmont,11372,12,206,51,117,38
California,Pinole,19284,72,885,109,702,74
California,Pismo Beach,7998,20,527,142,361,24
California,Pittsburg,69340,225,2416,461,1152,803
California,Placentia,52753,76,746,132,518,96
California,Placerville,10601,21,322,53,219,50
California,Pleasant Hill,34829,74,1888,215,1499,174
California,Pleasanton,79611,86,1644,232,1253,159
California,Pomona,154410,792,4507,692,2559,1256
California,Porterville,55760,186,1384,314,844,226
California,Port Hueneme,22249,61,453,109,281,63
California,Poway,50327,44,512,115,367,30
California,Rancho Cordova,70955,344,1726,346,1183,197
California,Rancho Cucamonga,176376,264,3936,930,2569,437
California,Rancho Mirage,18156,41,769,177,531,61
California,Rancho Palos Verdes,42993,41,551,207,305,39
California,Rancho Santa Margarita,49719,44,303,45,249,9
California,Red Bluff,14045,118,995,221,675,99
California,Redding,92020,614,4169,769,2888,512
California,Redlands,71078,212,3211,514,2264,433
California,Redondo Beach,68492,185,1757,348,1244,165
California,Redwood City,84415,190,1842,362,1274,206
California,Reedley,25711,174,482,138,254,90
California,Rialto,103590,423,2218,684,813,721
California,Ridgecrest,28989,136,583,160,372,51
California,Rio Dell,3378,10,59,19,24,16
California,Rio Vista,8250,32,108,31,64,13
California,Ripon,15126,16,244,25,186,33
California,Riverbank,24061,35,616,130,443,43
California,Riverside,323064,1441,10531,1633,7144,1754
California,Rocklin,61105,64,1203,164,938,101
California,Rohnert Park,42622,207,1028,168,712,148
California,Rolling Hills,1912,1,13,9,4,0
California,Rolling Hills Estates,8296,9,109,48,56,5
California,Rosemead,55231,155,1247,269,657,321
California,Roseville,131039,239,3295,521,2469,305
California,Ross,2500,0,39,15,21,3
California,Sacramento,489717,3611,16501,3713,9865,2923
California,Salinas,158185,1098,4145,679,1534,1932
California,San Bernardino,216477,2697,10390,3164,4210,3016
California,San Bruno,43499,105,1108,166,803,139
California,San Clemente,65755,79,771,163,534,74
California,Sand City,339,13,136,5,122,9
California,San Diego,1400467,5582,29158,5129,18933,5096
California,San Dimas,34955,81,679,117,499,63
California,San Fernando,24823,94,509,126,263,120
California,San Francisco,863782,6710,53019,5186,40918,6915
California,San Gabriel,40714,89,635,130,419,86
California,Sanger,24933,120,638,133,433,72
California,San Jacinto,47022,133,1697,369,1086,242
California,San Jose,1031458,3400,25035,4896,13138,7001
California,San Juan Capistrano,36666,66,429,94,282,53
California,San Leandro,90438,412,3432,501,2028,903
California,San Luis Obispo,47116,193,1844,245,1501,98
California,San Marcos,95314,171,1516,277,996,243
California,San Marino,13491,17,225,81,132,12
California,San Mateo,104306,266,2045,726,1114,205
California,San Pablo,30290,230,1265,395,456,414
California,San Rafael,59598,236,1887,267,1268,352
California,San Ramon,76081,27,895,146,654,95
California,Santa Ana,337304,1626,7270,909,4494,1867
California,Santa Barbara,91877,363,2717,374,2209,134
California,Santa Clara,123562,156,3579,583,2598,398
California,Santa Clarita,211132,351,2925,656,1971,298
California,Santa Cruz,64076,499,3561,431,2831,299
California,Santa Fe Springs,17867,85,1254,161,877,216
California,Santa Maria,104355,463,2975,595,1727,653
California,Santa Monica,93796,445,3834,660,2953,221
California,Santa Paula,30710,96,406,101,255,50
California,Santa Rosa,175738,606,4311,639,3223,449
California,Santee,57934,86,870,116,694,60
California,Saratoga,31239,18,336,155,170,11
California,Sausalito,7182,14,254,22,220,12
California,Scotts Valley,11926,22,306,90,206,10
California,Seal Beach,24800,24,594,80,478,36
California,Seaside,34459,97,544,92,381,71
California,Sebastopol,7725,8,153,27,116,10
California,Selma,24532,188,1060,208,633,219
California,Shafter,17690,63,618,180,296,142
California,Sierra Madre,11226,11,117,48,59,10
California,Signal Hill,11655,58,784,102,592,90
California,Simi Valley,127472,174,1513,255,1146,112
California,Solana Beach,13448,15,290,67,191,32
California,Soledad,25170,53,302,105,118,79
California,Solvang,5571,11,81,30,46,5
California,Sonoma,11107,32,222,36,174,12
California,Sonora,4779,42,365,80,267,18
California,South El Monte,20679,125,649,161,325,163
California,South Gate,96775,561,3278,574,1653,1051
California,South Lake Tahoe,21558,65,548,105,404,39
California,South Pasadena,26287,30,708,141,536,31
California,South San Francisco,67843,157,1421,314,916,191
California,Stallion Springs,2611,3,16,1,13,2
California,Stanton,38921,152,770,130,457,183
California,St. Helena,6028,9,92,19,70,3
California,Stockton,304890,4122,12998,2891,8119,1988
California,Suisun City,29539,81,872,120,655,97
California,Sunnyvale,152443,158,2355,545,1514,296
California,Susanville,15045,173,360,82,259,19
California,Sutter Creek,2457,12,36,3,30,3
California,Taft,8819,58,333,79,235,19
California,Tehachapi,12971,44,338,109,195,34
California,Temecula,111673,114,2917,459,2116,342
California,Temple City,36524,66,474,154,280,40
California,Thousand Oaks,129976,136,1577,234,1241,102
California,Tiburon,9288,9,78,14,61,3
California,Torrance,149243,214,2881,540,2024,317
California,Tracy,86477,154,2417,272,1736,409
California,Truckee,16331,20,158,38,111,9
California,Tulare,62475,303,2002,398,1299,305
California,Tulelake,983,2,12,3,6,3
California,Turlock,71895,380,2745,602,1632,511
California,Tustin,81953,130,1715,217,1344,154
California,Twentynine Palms,26105,86,412,139,241,32
California,Ukiah,15969,153,520,150,331,39
California,Union City,74648,265,1643,305,1024,314
California,Upland,76581,232,2384,570,1489,325
California,Vacaville,96693,249,2159,236,1723,200
California,Vallejo,121257,1031,4986,2352,1536,1098
California,Ventura,110077,374,3900,598,3042,260
California,Vernon,115,28,290,30,171,89
California,Victorville,123332,777,4008,1095,2285,628
California,Villa Park,6002,1,83,34,47,2
California,Visalia,130405,608,3995,814,2621,560
California,Vista,99097,343,1989,344,1328,317
California,Walnut,30469,31,322,143,157,22
California,Walnut Creek,68530,91,2540,342,1960,238
California,Waterford,8800,13,124,31,60,33
California,Watsonville,53581,303,1930,254,1261,415
California,Weed,2836,31,115,23,83,9
California,West Covina,109030,263,2982,400,2095,487
California,West Hollywood,36256,280,1400,209,1102,89
California,Westlake Village,8522,6,195,47,142,6
California,Westminster,92640,303,2950,502,2123,325
California,Westmorland,2278,5,7,5,2,0
California,West Sacramento,52622,311,1457,256,1030,171
California,Wheatland,3482,1,59,14,34,11
California,Whittier,87807,238,2531,319,1797,415
California,Wildomar,36154,39,619,143,353,123
California,Williams,5205,10,70,14,43,13
California,Willits,4856,66,64,15,34,15
California,Willows,6074,40,190,24,148,18
California,Windsor,27565,85,352,35,300,17
California,Winters,7023,24,111,17,80,14
California,Woodlake,7751,39,134,32,87,15
California,Woodland,57911,265,1798,326,1230,242
California,Yorba Linda,68698,39,650,152,463,35
California,Yountville,3030,7,46,7,36,3
California,Yreka,7507,47,309,85,188,36
California,Yuba City,65974,216,1792,429,1160,203
California,Yucaipa,53498,94,1309,263,838,208
California,Yucca Valley,21672,151,664,217,381,66
Colorado,Arvada,115379,156,2941,313,2342,286
Colorado,Aspen,6841,6,308,36,258,14
Colorado,Ault,1623,2,0,0,0,0
Colorado,Aurora,360237,1660,10579,1683,7635,1261
Colorado,Avon,6465,20,157,8,143,6
Colorado,Bayfield,2580,7,59,11,46,2
Colorado,Black Hawk,128,4,237,0,224,13
Colorado,Blue River,890,0,4,1,3,0
Colorado,Boulder,106823,222,2825,474,2214,137
Colorado,Bow Mar,935,0,1,1,0,0
Colorado,Breckenridge,4804,14,266,18,237,11
Colorado,Brighton,37511,135,1250,144,972,134
Colorado,Broomfield,63935,37,1197,130,989,78
Colorado,Buena Vista,2764,6,53,5,46,2
Colorado,Burlington,3960,5,66,12,50,4
Colorado,Calhan,800,1,0,0,0,0
Colorado,Campo,104,0,0,0,0,0
Colorado,Castle Rock,57699,46,854,92,720,42
Colorado,Centennial,108846,137,1304,224,977,103
Colorado,Center,2188,6,42,15,21,6
Colorado,Cherry Hills Village,6530,2,96,19,71,6
Colorado,Colorado Springs,452410,1983,16504,2414,12363,1727
Colorado,Columbine Valley,1346,0,4,0,4,0
Colorado,Commerce City,53261,225,1726,213,1247,266
Colorado,Cortez,8631,14,244,9,230,5
Colorado,Craig,8698,11,264,33,217,14
Colorado,Crested Butte,1556,3,15,0,11,4
Colorado,Cripple Creek,1167,5,88,9,75,4
Colorado,Dacono,4640,1,5,0,4,1
Colorado,Del Norte,1614,4,15,5,10,0
Colorado,Delta,8686,21,325,57,245,23
Colorado,Denver,682418,4599,24089,4762,14962,4365
Colorado,Dillon,944,1,42,2,39,1
Colorado,Durango,18095,45,639,70,543,26
Colorado,Eagle,6590,7,46,2,43,1
Colorado,Eaton,4929,8,2,0,2,0
Colorado,Edgewater,5321,24,367,17,294,56
Colorado,Elizabeth,1404,0,5,1,4,0
Colorado,Erie,21096,19,143,19,115,9
Colorado,Estes Park,6239,5,75,14,60,1
Colorado,Evans,20955,56,394,73,263,58
Colorado,Federal Heights,12351,62,,,450,135
Colorado,Firestone,11880,4,82,6,62,14
Colorado,Florence,3843,9,51,11,31,9
Colorado,Fort Collins,159629,313,4015,507,3270,238
Colorado,Fort Lupton,7874,12,65,14,46,5
Colorado,Fountain,28031,103,811,107,668,36
Colorado,Fowler,1148,1,9,2,6,1
Colorado,Fraser/Winter Park,2098,1,40,2,37,1
Colorado,Frederick,11563,1,73,3,65,5
Colorado,Frisco,2971,3,101,14,85,2
Colorado,Fruita,12790,22,222,49,167,6
Colorado,Garden City,267,13,31,3,26,2
Colorado,Glendale,5338,35,556,22,484,50
Colorado,Glenwood Springs,9914,35,600,88,496,16
Colorado,Golden,20448,28,422,45,339,38
Colorado,Granby,1795,0,52,12,40,0
Colorado,Grand Junction,60508,257,2673,334,2191,148
Colorado,Greeley,99993,455,2624,423,2027,174
Colorado,Greenwood Village,15760,69,582,73,481,28
Colorado,Gunnison,5990,25,182,24,149,9
Colorado,Gypsum,6875,12,54,11,41,2
Colorado,Haxtun,929,4,6,0,6,0
Colorado,Holyoke,2249,5,38,9,27,2
Colorado,Hotchkiss,899,5,30,8,19,3
Colorado,Hudson,2628,8,41,10,24,7
Colorado,Hugo,731,1,6,4,2,0
Colorado,Idaho Springs,1708,18,70,14,52,4
Colorado,Ignacio,725,1,0,0,0,0
Colorado,Johnstown,14300,3,68,9,50,9
Colorado,Keenesburg,1206,3,19,9,10,0
Colorado,Kiowa,747,0,0,0,0,0
Colorado,Lafayette,27761,,565,69,470,26
Colorado,La Junta,6926,13,397,117,272,8
Colorado,Lakeside,8,1,456,2,451,3
Colorado,Lakewood,151311,859,7583,900,5801,882
Colorado,La Salle,2068,0,50,11,34,5
Colorado,Leadville,2597,5,28,7,20,1
Colorado,Limon,1888,5,1,0,0,1
Colorado,Littleton,45363,43,1081,199,770,112
Colorado,Lochbuie,5435,14,60,9,45,6
Colorado,Lone Tree,14184,30,922,50,861,11
Colorado,Louisville,20556,16,115,28,72,15
Colorado,Loveland,74139,171,1906,195,1630,81
Colorado,Mancos,1387,0,15,1,13,1
Colorado,Manitou Springs,5387,31,133,22,103,8
Colorado,Mead,4282,16,69,17,49,3
Colorado,Meeker,2423,4,20,5,15,0
Colorado,Milliken,6210,3,54,12,38,4
Colorado,Monte Vista,4275,14,168,68,95,5
Colorado,Montrose,19028,23,831,89,721,21
Colorado,Monument,6479,10,132,25,100,7
Colorado,Morrison,433,0,0,0,0,0
Colorado,Mountain View,526,2,6,4,1,1
Colorado,Mount Crested Butte,812,2,30,1,28,1
Colorado,Northglenn,39299,106,1222,164,811,247
Colorado,Ouray,1025,8,25,2,23,0
Colorado,Pagosa Springs,1749,5,72,13,56,3
Colorado,Palisade,2648,4,48,14,33,1
Colorado,Parachute,1103,5,21,6,13,2
Colorado,Parker,51017,55,514,66,423,25
Colorado,Platteville,3729,1,51,10,33,8
Colorado,Pueblo,108810,986,7274,2060,4318,896
Colorado,Rangely,2439,2,3,0,1,2
Colorado,Rocky Ford,3850,5,7,3,3,1
Colorado,Salida,5450,4,147,30,115,2
Colorado,Severance,3611,3,13,3,10,0
Colorado,Sheridan,6018,29,456,54,355,47
Colorado,Silt,3030,1,53,8,43,2
Colorado,Silverthorne,4370,4,119,9,105,5
Colorado,Snowmass Village,2918,1,66,2,64,0
Colorado,Springfield,1394,3,16,10,6,0
Colorado,Steamboat Springs,12315,28,295,26,257,12
Colorado,Sterling,14574,63,555,77,458,20
Colorado,Thornton,133188,325,,558,,615
Colorado,Timnath,2647,0,39,0,37,2
Colorado,Trinidad,7995,28,444,76,357,11
Colorado,Vail,5337,23,277,16,255,6
Colorado,Walsenburg,2861,21,138,39,95,4
Colorado,Walsh,519,0,1,0,0,1
Colorado,Westminster,113547,277,3781,407,2838,536
Colorado,Wheat Ridge,31241,100,1482,195,1072,215
Colorado,Windsor,21736,8,206,34,170,2
Colorado,Woodland Park,7191,11,159,19,130,10
Colorado,Wray,2412,0,6,1,5,0
Colorado,Yuma,3629,1,3,0,2,1
Connecticut,Ansonia,18887,25,350,47,264,39
Connecticut,Avon,18485,2,147,14,130,3
Connecticut,Berlin,20793,15,321,59,243,19
Connecticut,Bethel,19560,4,169,26,141,2
Connecticut,Bloomfield,20901,57,505,66,417,22
Connecticut,Branford,28274,17,691,36,622,33
Connecticut,Bridgeport,148313,996,3496,817,2053,626
Connecticut,Bristol,60593,78,1218,218,878,122
Connecticut,Brookfield,17202,6,137,20,110,7
Connecticut,Canton,10358,1,49,5,44,0
Connecticut,Cheshire,29245,9,189,18,161,10
Connecticut,Clinton,13100,18,289,39,247,3
Connecticut,Coventry,12413,1,92,27,63,2
Connecticut,Cromwell,14141,9,344,12,300,32
Connecticut,Danbury,84404,157,1361,178,1070,113
Connecticut,Darien,21925,3,222,31,174,17
Connecticut,Derby,12735,31,361,65,272,24
Connecticut,East Hampton,12854,4,87,18,67,2
Connecticut,East Hartford,50977,168,1106,196,754,156
Connecticut,East Haven,29001,25,647,101,506,40
Connecticut,Easton,7663,0,24,8,16,0
Connecticut,East Windsor,11483,16,319,37,263,19
Connecticut,Enfield,44617,52,792,125,626,41
Connecticut,Fairfield,61762,21,945,142,768,35
Connecticut,Farmington,25696,7,598,33,541,24
Connecticut,Glastonbury,34832,16,346,34,300,12
Connecticut,Granby,11317,2,80,6,74,0
Connecticut,Greenwich,62942,11,403,64,305,34
Connecticut,Groton,9278,24,160,9,140,11
Connecticut,Groton Long Point,517,0,11,5,6,0
Connecticut,Groton Town,30387,46,438,54,370,14
Connecticut,Guilford,22421,13,205,28,176,1
Connecticut,Hamden,61372,189,1332,223,1022,87
Connecticut,Hartford,124553,1421,5468,958,3613,897
Connecticut,Madison,18254,0,58,9,49,0
Connecticut,Manchester,58070,104,1574,151,1354,69
Connecticut,Meriden,60149,197,1440,321,992,127
Connecticut,Middlebury,7594,2,61,12,44,5
Connecticut,Middletown,46894,64,726,89,579,58
Connecticut,Milford,53499,37,1348,127,1156,65
Connecticut,Monroe,19958,3,113,24,83,6
Connecticut,Naugatuck,31603,34,552,61,466,25
Connecticut,New Britain,72788,275,2091,439,1362,290
Connecticut,New Canaan,20449,2,144,19,124,1
Connecticut,Newington,30714,37,853,125,669,59
Connecticut,New London,27312,154,640,138,431,71
Connecticut,New Milford,27317,20,352,2,340,10
Connecticut,Newtown,28291,12,150,35,108,7
