STABR,FSCSKEY,LIBID,LIBNAME,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,TOTSTAFF,LOCGVT,STGVT,FEDGVT,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,TOTEXPCO,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,LOANTO,LOANFM,TOTPRO,TOTATTEN,GPTERMS,PITUSR,WIFISESS,YR_SUB
AK,AK0077,AK0077-002,VALDEZ CONSORTIUM LIBRARY,08,1,00,00,00,-146.353396,61.129882,02,261,212 FAIRBANKS DRIVE,VALDEZ,99686,M,VALDEZ-CORDOVA,9078354632,NO,MJ,SO,CI1,N,01/01/2013,12/31/2013,4032,1,0,0,1,1,3.78,445386,6600,2086,480517,194701,138368,333069,21313,3000,26869,442826,0,0,0,0,0,49864,9773,6731,10496,4749,0,288,103,2860,32859,20100,757,21926,6147,1768,197,68,77,1970,10,6562,8000,2015
AK,AK0078,AK0078-002,WASILLA PUBLIC LIBRARY,08,1,00,00,00,-149.441482,61.583125,02,170,391 NORTH MAIN STREET,WASILLA,99654,7021,MATANUSKA-SUSITNA,9073765913,NO,CO,SO,CO1,N,07/01/2013,06/30/2014,32550,1,0,0,3,3,9.5,1019328,6600,7161,1071978,473136,394893,868029,56809,3479,69493,1072477,2379670,0,0,2379670,0,52147,9720,2050,10625,2971,0,51,129,1975,83230,4316,10212,160580,84354,12180,581,452,201,8731,7,14989,2483,2015
AK,AK0080,AK0080-002,WILLOW PUBLIC LIBRARY,08,2,00,00,00,-150.851603,61.33519,02,170,23557 WEST WILLOW COMMUNITY CENTER,WILLOW,99688,M,MATANUSKA-SUSITNA,9078617655,NO,CO,SO,CO1,N,07/01/2013,06/30/2014,6979,1,0,0,0,1.88,2.39,277720,6600,699,285019,118332,96162,214494,18660,0,18660,285020,0,0,0,0,0,24068,9773,1563,10496,2766,0,50,54,2300,43043,1161,2077,31283,8604,2472,305,367,68,1661,12,5554,8408,2015
AK,AK0081,AK0081-002,IRENE INGLE PUBLIC LIBRARY,08,1,00,00,00,-132.386938,56.4730653,02,275,124 SECOND STREET,WRANGELL,99929,M,WRANGELL,9078743535,NO,CO,SO,CO1,N,07/01/2013,06/30/2014,2406,1,0,0,0,1,2.5,272350,16524,6000,309718,126189,98319,224508,25060,1500,26560,309718,0,0,0,0,0,34260,9773,1184,10496,2265,0,51,68,1858,29799,6020,1396,39083,15018,978,0,272,66,1557,10,3710,3711,2015
AK,AK0082,AK0082-002,AKIAK SCHOOL/COMMUNITY LIBRARY,08,2,00,00,00,-161.228344,60.917795,02,050,1 KILBUCK ROAD,AKIAK,99552,M,BETHEL,9077654631,NO,NL,SO,CI1,N,07/01/2013,06/30/2014,389,1,0,0,0,.25,.5,30000,6600,0,36600,,,,3849,0,3849,47600,0,0,0,0,0,8969,0,90,0,500,0,49,30,480,6000,365,314,4563,1279,0,3,5,210,2224,6,1750,0,2015
AK,AK0085,AK0085-002,FRANCES KIBBLE KENNY LAKE PUBLIC LIBRARY,08,2,00,00,00,-144.043021,61.709958,02,261,MILE 5 EDGERTON HIGHWAY,KENNY LAKE,99573,M,VALDEZ-CORDOVA,9078223015,NO,NP,SO,CI1,N,07/01/2013,06/30/2014,307,1,0,0,0,0,0,0,6600,0,14041,,,,2728,0,4595,17835,0,0,0,0,0,7670,0,614,0,2814,0,49,5,785,2541,86,482,2587,725,0,0,49,60,771,4,422,0,2015
AK,AK0087,AK0087-002,KOYUK PUBLIC LIBRARY,08,1,00,00,00,-161.141837,64.93803,02,180,3RD AND BIRCH STREET,KOYUK,99753,M,NOME,9079633971,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,321,1,0,0,0,.25,.44,13384,12241,7280,89501,,,,2200,500,2882,89962,0,0,0,0,0,3280,0,50,15,50,0,49,10,520,2420,280,321,3758,878,0,0,0,12,160,3,850,180,2015
AK,AK0091,AK0091-002,TULUKSAK SCHOOL/COMMUNITY LIBRARY,08,1,00,00,00,-160.952397,61.107769,02,050,1 PHILLIP STREET,TULUKSAK,99679,M,BETHEL,9076955636,NO,NL,SO,CI1,N,07/01/2013,06/30/2014,372,1,0,0,0,.25,.25,7000,6600,0,13600,,,,2700,0,3200,11500,0,0,0,0,0,7142,0,136,0,509,0,49,20,1300,3950,350,300,4188,2256,0,10,2,8,385,7,1775,1100,2015
AK,AK0094,AK0094-010,TUZZY CONSORTIUM LIBRARY,08,1,00,00,00,-156.7534146,71.2984603,02,185,5421 NORTH STAR STREET,BARROW,99723,M,NORTH SLOPE,9078524050,NO,MJ,MO,CO1,N,07/01/2013,06/30/2014,7110,1,7,0,2,2,10,545580,185155,89033,1159128,326565,124643,451208,38204,16573,64636,1060138,0,0,0,0,0,51932,12710,1653,10496,8321,0,59,152,6528,60672,1998,2841,33305,1749,592,53,130,256,6579,35,22451,2368,2015
AK,AK0095,AK0095-002,AKIACHAK SCHOOL/COMMUNITY LIBRARY,08,2,00,00,00,-161.825068,59.012567,02,050,1 MAIN STREET,AKIACHAK,99551,M,BETHEL,9078253684,NO,NL,SO,CI1,N,07/01/2013,06/30/2014,671,1,0,0,0,.2,.2,52410,6600,0,59010,,,,4238,1615,6253,45828,0,0,0,0,0,13795,0,522,0,506,0,49,10,480,14000,395,619,8939,2506,0,0,50,254,5807,3,4097,0,2015
AK,AK0097,AK0097-002,ESTHER GREENWALD LIBRARY,08,1,00,00,00,-135.4385608,58.1082582,02,105,366 GARTEENI HIGHWAY,HOONAH,99829,M,SKAGWAY-ANGOON,9079453611,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,787,1,0,0,0,.66,.9,53313,8426,9821,86130,,,,3891,2124,6196,96438,0,0,0,0,0,18588,9773,86,10496,941,0,50,17,1440,11612,598,677,4849,3719,276,0,28,387,5020,14,7612,8640,2015
AK,AK0099,AK0099-002,MOOSE PASS PUBLIC LIBRARY,08,1,00,00,15,-149.3684553,60.4873228,02,122,38100 DEPOT ROAD,MOOSE PASS,99631,M,KENAI PENINSULA,9072883111,NO,NP,SO,CI1,N,07/01/2013,06/30/2014,234,1,0,0,0,0,.18,0,8504,10922,26729,,,,6388,685,8254,31201,0,0,0,0,0,6773,9773,65,10496,907,0,49,5,1352,1984,142,250,2637,1545,31,0,279,10,109,3,419,129,2015
AK,AK0100,AK0100-002,TOP OF THE KUSKOKWIM COMMUNITY/SCHOOL LIBRARY,08,2,00,06,15,-154.377316,63.010723,02,290,9127 MAIN STREET,NIKOLAI,99691,M,YUKON-KOYUKUK,9072932427,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,83,1,0,0,0,.25,.25,3000,6600,7933,17533,,,,4750,0,5500,16600,0,0,0,0,0,5170,48,190,0,120,0,49,14,480,1751,220,35,2155,604,19,0,0,30,306,6,550,360,2015
AK,AK0101,AK0101-002,SAND POINT COMMUNITY/SCHOOL LIBRARY,08,1,00,00,00,-160.4813624,55.3533513,02,013,123 RED COVE ROAD,SAND POINT,99661,M,ALEUTIANS EAST,9073832393,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,946,1,0,0,0,.38,.38,47200,7798,2973,69471,,,,18050,270,20670,66553,0,0,0,0,0,19500,17,0,0,613,0,49,40,780,19360,1260,225,14342,13045,100,2,12,182,1531,29,9516,104,2015
AK,AK0102,AK0102-002,EGEGIK VILLAGE LIBRARY,08,1,00,00,15,-157.345234,58.210776,02,164,289 AIRPORT ROAD,EGEGIK,99579,M,LAKE AND PENINSULA,9072332211,NO,NL,SO,CI1,N,07/01/2013,06/30/2014,106,1,0,0,0,.25,.49,0,18780,10793,79493,,,,1531,98,3567,78749,0,0,0,0,0,3283,25,39,0,1253,0,49,24,1008,550,104,106,1131,292,14,0,0,7,19,1,300,75,2015
AK,AK0103,AK0103-002,TRAPPER CREEK PUBLIC LIBRARY,08,1,00,00,00,-150.246221,62.3072213,02,170,8901 EAST DEVONSHIRE DRIVE,TRAPPER CREEK,99683,M,MATANUSKA-SUSITNA,9078617650,NO,CO,SO,CO1,N,07/01/2013,06/30/2014,5484,1,0,0,0,.75,.99,153323,6600,0,159923,,,,15059,0,15059,159922,0,0,0,0,0,13115,9773,1406,10496,2566,0,50,35,1270,6170,642,2109,14997,3513,2509,3,39,121,1141,8,2146,1516,2015
AK,AK0104,AK0104-002,HOLY CROSS COMMUNITY/SCHOOL LIBRARY,08,1,00,00,15,-160.023886,62.057258,02,290,210 MAIN STREET,HOLY CROSS,99602,M,YUKON-KOYUKUK,9074767131,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,177,1,0,0,0,.25,.25,3000,19080,8000,80000,,,,4750,0,5500,78500,0,0,0,0,0,5990,0,0,0,410,20,49,20,480,3000,240,177,1210,583,0,0,0,128,404,6,2000,0,2015
AK,AK0113,AK0113-002,OUZINKIE TRIBAL MEDIA CENTER,08,1,00,00,00,-152.4946421,57.9225351,02,150,216 THIRD STREET,OUZINKIE,99644,M,KODIAK ISLAND,9076802323,NO,NL,SO,CI1,N,07/01/2013,06/30/2014,171,1,0,0,0,.85,.85,20370,24840,13244,102134,,,,1790,0,5503,101214,0,0,0,0,0,2295,0,0,15,751,0,49,20,2184,4600,320,55,1770,654,0,0,21,38,128,11,3000,0,2015
AK,AK0114,AK0114-002,ST. GEORGE ISLAND SCHOOL/COMMUNITY LIBRARY,08,2,00,00,00,-169.616909,56.581679,02,016,NO. 1 ELEMENTARY SCHOOL ROAD,ST. GEORGE,99591,M,ALEUTIANS WEST,9075463337,NO,MJ,SO,CI1,N,07/01/2013,06/30/2014,92,1,0,0,0,.35,.7,27061,6600,5290,38951,,,,3529,0,3529,38950,0,0,0,0,0,5228,210,0,0,117,0,49,18,672,680,16,34,195,55,63,0,0,108,572,19,252,64,2015
AK,AK0115,AK0115-002,UNALASKA PUBLIC LIBRARY,08,1,00,00,00,-166.5295673,53.8704886,02,016,64 ELEANOR DRIVE,UNALASKA,99685,M,ALEUTIANS WEST,9075815060,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,4689,1,0,0,1,1,5,665584,27374,16086,763217,276644,191271,467915,26157,6529,42022,726104,0,0,0,0,0,40713,9773,881,10496,20069,0,49,134,3484,113205,2452,7249,212781,55985,102,60,1535,222,6626,24,50456,19521,2015
AK,AK0116,AK0116-002,ANIAK PUBLIC LIBRARY,08,1,00,00,00,-156.70387,61.496996,02,050,270 RIVERFRONT DRIVE,ANIAK,99557,M,BETHEL,9076754435,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,533,1,0,0,0,.5,.5,18859,17136,10921,143849,,,,802,266,3631,135151,0,0,0,0,0,3938,55,0,0,485,0,49,9,1000,3100,250,533,2204,812,55,0,5,10,30,6,1750,500,2015
AK,AK0117,AK0117-002,HYDER PUBLIC LIBRARY,08,1,00,00,00,-130.054261,55.9512325,02,198,50 MAIN STREET,HYDER,99923,M,PR WALES-OUTER,2506369169,NO,NP,SO,CI1,N,07/01/2013,06/30/2014,91,1,0,0,0,0,.18,0,18696,10101,79171,,,,2072,372,3924,76281,0,0,0,0,0,8317,0,3,0,1256,0,49,40,1028,1563,60,91,1664,453,0,0,0,100,550,6,726,652,2015
AK,AK0120,AK0120-002,INNOKO RIVER COMMUNITY/SCHOOL AND TRIBAL LIBRARY,08,1,00,00,00,-159.837595,62.682486,02,290,101 PINE STREET,SHAGELUK,99665,M,YUKON-KOYUKUK,9074738206,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,79,1,0,0,0,.5,.5,3000,19080,7000,79000,,,,4750,0,5500,78500,0,0,0,0,0,3920,15,64,0,190,12,49,14,1000,1460,300,79,403,296,26,0,0,45,318,3,800,600,2015
AK,AK0121,AK0121-002,BLACKWELL COMMUNITY/SCHOOL LIBRARY,08,2,00,06,00,-159.72838,63.235938,02,290,100 WHITE SPRUCE TRAIL,ANVIK,99558,M,YUKON-KOYUKUK,9076636348,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,79,1,0,0,0,.25,.25,3000,25020,7000,120653,,,,2047,0,2351,113811,0,0,0,0,0,3135,110,80,40,83,0,49,1,300,420,100,75,440,123,0,0,0,24,191,6,120,0,2015
AK,AK0122,AK0122-002,DAVID LOUIS COMMUNITY/SCHOOL LIBRARY,08,1,00,06,00,-159.676935,64.075022,02,290,DAVID LOUIS SCHOOL BUILDING,GRAYLING,99590,M,YUKON-KOYUKUK,9074535135,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,191,1,0,0,0,0,.09,3000,19080,7000,79000,,,,763,0,763,56142,0,0,0,0,0,7353,0,5,0,210,0,49,0,180,560,20,191,173,141,0,0,0,14,117,4,125,0,2015
AK,AK0124,AK0124-002,LAKE MINCHUMINA COMMUNITY LIBRARY,08,1,00,00,15,-152.427523,63.848952,02,290,123 FRONT STREET,LAKE MINCHUMINA,99757,M,YUKON-KOYUKUK,9076743211,NO,NP,SO,CI1,N,07/01/2013,06/30/2014,10,1,0,0,0,0,0,0,18912,842,74395,,,,2162,0,3332,71448,0,0,0,0,0,4323,0,210,0,782,250,49,19,1029,1876,132,30,2579,235,0,0,0,12,250,2,520,300,2015
AK,AK0126,AK0126-002,IGIUGIG TRIBAL LIBRARY,08,1,00,00,00,-156.57377,58.748921,02,060,1 AIRPORT WAY,IGIUGIG,99613,M,LAKE AND PENINSULA,9075333211,NO,NL,SO,CI1,N,07/01/2013,06/30/2014,53,1,0,0,.2,.2,.7,1215,18600,15909,85644,,,,3584,0,3584,85154,0,0,0,0,0,10300,9773,141,10496,190,0,50,28,600,1722,912,82,1238,708,36,2,12,78,254,7,341,0,2015
AK,AK0127,AK0127-002,COFFMAN COVE COMMUNITY LIBRARY,08,1,00,00,00,-131.69729,55.357009,02,198,108 NW DENALI ALLEY,COFFMAN COVE,99918,M,PR WALES-OUTER KE,9073292233,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,174,1,0,0,0,0,.2,2515,10802,10806,52443,,,,2904,769,3673,53910,0,0,0,0,809,15493,0,0,0,0,0,49,0,1366,4215,148,174,1276,134,0,0,0,34,96,4,1324,747,2015
AK,AK0130,AK0130-002,THORNE BAY PUBLIC LIBRARY,08,1,00,00,00,-132.5233422,55.6868741,02,198,120 FREEMAN DRIVE,THORNE BAY,99919,M,PR WALES-OUTER KE,9078283303,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,530,1,0,0,0,1,1,5907,10334,2821,34637,,,,2598,0,2898,33976,0,0,0,0,0,4892,0,171,0,1290,0,49,10,1443,2263,429,385,2841,783,0,0,39,6,137,5,957,0,2015
AK,AK0134,AK0134-001,WHALE PASS COMMUNITY LIBRARY,08,1,00,00,00,-133.1211057,56.1135692,02,198,BEACH ROAD LOT 3 BLOCK 14,WHALE PASS,99950,M,PR WALES-OUTER KE,9078465226,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,39,1,0,0,0,0,0,0,18768,2821,72191,,,,2637,0,4796,71118,0,0,0,0,0,5943,0,131,0,2073,0,49,27,638,2691,121,274,2843,225,0,0,1,47,463,3,1455,0,2015
AK,AK0135,AK0135-001,TOGIAK PUBLIC LIBRARY AND CULTURAL CENTER,08,1,00,00,07,0,0,02,070,2 MAIN STREET,TOGIAK,99678,M,DILLINGHAM,9074935566,NO,NP,SO,CI1,N,07/01/2013,06/30/2014,876,1,0,0,0,.5,.5,0,12597,18922,124114,,,,26729,0,26729,125730,0,0,0,0,0,17000,45,0,0,203,0,49,2,1560,7150,391,407,2437,1653,8,0,8,5,136,7,6010,3090,2015
AK,AK0136,AK0136-001,SCAMMON BAY PUBLIC LIBRARY,08,1,00,00,00,-166.081432,61.534112,02,270,103 MAIN STREET,SCAMMON BAY,99662,M,WADE HAMPTON,9075585400,NO,CI,SO,CI1,N,07/01/2013,06/30/2014,528,1,0,0,0,.3,.3,5500,6600,7000,22722,,,,2000,0,2000,18276,0,0,0,0,0,3990,0,40,0,28,0,49,0,1250,470,10,528,98,25,0,0,0,3,70,3,340,50,2015
AK,AK0137,AK0137-001,KLUKWAN COMMUNITY/SCHOOL LIBRARY,08,1,00,00,00,-135.448159,59.23259,02,100,315 MISSION STREET,KLUKWAN,99827,M,HAINES,9077675551,NO,MJ,SO,CI1,N,07/01/2013,06/30/2014,84,1,0,0,0,1.3,1.3,500,10070,77460,119264,,,,4409,699,6174,109398,0,0,0,0,0,6270,0,105,0,728,0,49,13,676,1119,416,341,1996,731,0,0,10,84,223,4,338,20,2015
AL,AL0001,100-000,CARL ELLIOTT REGIONAL LIBRARY SYSTEM,05,2,00,00,00,-87.2739076,33.8333948,01,127,98 18TH STREET EAST,JASPER,35501,5402,WALKER,2052212568,HQ,MJ,SO,MC1,N,10/01/2013,09/30/2014,66099,1,0,0,1,3.5,3.5,99651,86706,0,246291,106857,22692,129549,14512,6000,20512,246705,0,0,0,0,0,0,19749,0,4884,0,25,57,0,2340,209399,32112,0,0,0,0,22,26,0,0,4,3530,-1,2015
AL,AL0002,100-001,ARLEY PUBLIC LIBRARY,05,1,00,00,00,-87.2234374,34.0500512,01,133,6788 COUNTY ROAD 41,ARLEY,35541,M,WINSTON,2053870129,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,354,1,0,0,0,1,1,36750,0,7000,46191,,,,4620,4375,8995,46191,0,0,0,0,0,9429,19749,272,4884,148,25,57,8,1820,5880,333,1853,13815,1060,8950,0,58,55,1246,5,1429,1036,2015
AL,AL0005,100-004,DOUBLE SPRINGS PUBLIC LIBRARY,05,1,00,00,00,-87.3833998,34.1469989,01,133,637 BLAKE DRIVE,DOUBLE SPRINGS,35553,M,WINSTON,2054892412,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,1068,1,0,0,0,1,1.5,39119,0,7000,47869,,,,4576,4375,8951,47869,691,0,0,691,691,11092,19749,5,4884,6,25,57,0,2210,5580,2470,1825,17337,2476,8950,0,2,12,865,5,1971,575,2015
AL,AL0006,100-005,HALEYVILLE PUBLIC LIBRARY,05,1,00,00,00,-87.623363,34.2263998,01,133,913 20TH STREET,HALEYVILLE,35565,1323,WINSTON,2054867450,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,4103,1,0,0,0,2,2,81615,0,7000,90365,,,,5584,4375,9959,90365,691,0,0,691,691,12690,19749,100,4884,180,25,57,18,2496,18148,1227,3745,24153,3883,8950,0,9,22,834,6,4883,308,2015
AL,AL0007,100-006,JASPER PUBLIC LIBRARY,05,1,00,00,00,-87.2739076,33.8333948,01,127,98 EAST 18TH STREET,JASPER,35501,5402,WALKER,2052218512,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,14235,1,0,0,1,4.7,4.7,184183,0,10000,194783,79082,15820,94902,25392,0,27818,194783,0,0,0,0,0,60375,19749,445,4884,1655,25,57,29,2080,49367,19128,15715,96763,25582,8950,26,18,53,1179,17,13803,2186,2015
AL,AL0009,100-008,SUMITON PUBLIC LIBRARY,05,1,00,00,00,-87.0495275,33.7495769,01,127,416 STATE STREET,SUMITON,35148,4124,WALKER,2056487451,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,2474,1,0,0,0,.8,1.55,52485,0,7000,61235,,,,4673,4375,9048,61235,0,0,0,0,0,10743,19749,43,4884,131,25,57,3,2288,6420,3851,2656,19734,4359,8950,0,0,63,855,5,1693,123,2015
AL,AL0010,101-000,CHEAHA REGIONAL LIBRARY,05,1,00,00,00,-85.5889203,33.6437581,01,029,935 COLEMAN STREET,HEFLIN,36264,1359,CLEBURNE,2564637125,HQ,MJ,MA,MC2,N,10/01/2013,09/30/2014,100328,1,0,2,0,1,3,7650,123918,0,133828,48214,16150,64364,7574,1200,12140,101694,0,0,0,0,0,20650,8418,2690,2986,590,15,58,2,3560,1242,564,8721,83702,22926,16208,238,141,6,116,6,344,-1,2015
AL,AL0011,101-001,ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY,05,1,00,00,00,-85.3706895,33.1495407,01,111,736 COLLEGE STREET,ROANOKE,36274,1617,RANDOLPH,3348632632,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,6015,1,0,0,0,1,4,102248,5348,0,114780,55591,17106,72697,9357,0,9357,106055,0,0,0,0,1216,19886,0,375,0,227,0,57,0,2236,32696,2246,7383,37470,11820,0,1,12,134,3540,18,27437,10804,2015
AL,AL0012,101-002,ASHLAND CITY PUBLIC LIBRARY,05,1,00,00,00,-85.837242,33.274741,01,027,11 2ND AVENUE NORTH,ASHLAND,36251,M,CLAY,2563543427,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,1952,1,0,0,0,1,2,65115,2756,0,74258,,,,7598,1500,9192,65934,8060,0,0,8060,8060,24119,20285,341,4872,1697,25,57,0,2008,13914,821,4414,16470,6363,884,5,2,75,1344,15,4425,129,2015
AL,AL0013,999-028,SYLACAUGA - B. B. COMER MEMORIAL LIBRARY,05,1,00,00,00,-86.2507305,33.1718114,01,121,314 NORTH BROADWAY AVENUE,SYLACAUGA,35150,2528,TALLADEGA,2562490961,NO,CI,SO,CI1,N,10/01/2013,09/30/2014,12761,1,0,0,1,3,13.2,627183,12249,10000,723402,418552,95688,514240,23224,13776,38945,729931,0,0,0,0,0,100884,20513,1269,5200,95,25,59,101,2600,59425,14574,30490,174554,55291,4017,15,28,323,13031,50,14893,1475,2015
AL,AL0014,101-004,CHEROKEE COUNTY PUBLIC LIBRARY,05,1,00,00,00,-85.6763663,34.1493617,01,019,310 MARY STREET,CENTRE,35960,2026,CHEROKEE,2569275838,ME,CO,SO,CO1,N,10/01/2013,09/30/2014,3574,1,0,0,.9,.9,2.8,137178,10800,0,171097,68021,16415,84436,14336,0,22661,156638,0,0,0,0,0,32438,0,1263,0,18,0,57,15,1990,40778,9010,12400,90419,10388,0,2,89,246,2578,23,9135,2080,2015
AL,AL0015,101-005,CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY,05,2,00,00,00,-86.3556694,33.2775588,01,121,124 NINTH AVENUE SW,CHILDERSBURG,35044,1642,TALLADEGA,2563787239,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,5124,1,0,0,0,2,5,133544,4861,0,158550,70122,21036,91158,21628,1500,24978,143117,0,0,0,0,14900,59707,20801,1758,5231,2981,25,58,36,2490,21148,1700,12990,34123,13877,924,17,16,42,507,19,14690,260,2015
AL,AL0016,101-006,LINCOLN PUBLIC LIBRARY,05,1,00,00,00,-86.1235871,33.6044887,01,121,49 COMPLEX DRIVE,LINCOLN,35096,3600,TALLADEGA,2057634080,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,6337,1,0,0,0,2,2,138893,5560,0,147453,,,,8560,0,8560,118893,0,0,0,0,0,14447,0,155,0,67,0,57,4,2113,8174,7289,3819,6150,2243,0,19,15,55,1160,15,5211,0,2015
AL,AL0017,101-007,LINEVILLE PUBLIC LIBRARY,05,1,00,00,00,-85.7544585,33.3145941,01,027,60119 HIGHWAY 49,LINEVILLE,36266,M,CLAY,2563965162,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,2308,1,0,0,0,1,1,43775,2015,0,48205,,,,3742,0,4342,24581,0,0,0,0,0,15415,0,678,0,0,0,58,2,1857,5401,956,2546,8057,1044,0,0,0,8,468,3,174,0,2015
AL,AL0018,101-008,HEFLIN - LUCILE L. MORGAN PUBLIC LIBRARY,05,1,00,00,00,-85.5878737,33.6437218,01,029,541 ROSS STREET,HEFLIN,36264,1339,CLEBURNE,2564632259,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,3457,1,0,0,0,.55,.55,25000,3111,0,31453,,,,1603,0,1920,31672,0,0,0,0,613,17526,0,301,0,1075,0,57,25,1214,9332,744,4802,8210,3423,0,7,10,1,35,7,2998,115,2015
AL,AL0019,101-009,OXFORD PUBLIC LIBRARY,05,1,00,00,00,-85.8355168,33.6097203,01,015,110 EAST 6TH STREET,OXFORD,36203,1628,CALHOUN,2568311750,ME,CI,SO,CI1,N,10/01/2013,09/30/2014,21275,1,0,0,1,1,8,450901,20422,0,471323,225000,0,225000,29394,0,35335,295335,0,0,0,0,0,55199,20285,3320,4872,2608,25,57,32,2236,32000,2000,20913,93916,32237,9157,4,138,412,9198,53,27178,-1,2015
AL,AL0020,999-070,TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY,05,1,00,00,00,-86.0997635,33.4331188,01,121,202 SOUTH STREET EAST,TALLADEGA,35160,2471,TALLADEGA,2563624211,NO,CI,SO,CI1,N,10/01/2013,09/30/2014,15591,1,0,0,1,1,8,384787,14966,1125,413208,196715,43962,240677,25041,0,25264,414221,0,0,0,0,0,150437,21087,1819,4953,121,26,58,144,2384,63200,83200,18515,58039,7329,672,112,47,830,16750,27,11150,450,2015
AL,AL0022,999-033,ABBEVILLE MEMORIAL LIBRARY,05,1,00,00,00,-85.2504667,31.5672929,01,067,301 KIRKLAND STREET,ABBEVILLE,36310,2418,HENRY,3345852818,NO,CI,SO,CI1,N,10/01/2013,09/30/2014,7645,1,0,0,0,1,2.65,105239,8297,0,122092,59208,18795,78003,7375,0,8856,121931,0,0,0,0,0,26348,20285,844,4872,489,25,57,40,2080,31759,8902,6278,16103,4564,1151,0,0,61,1461,19,10967,3290,2015
AL,AL0023,999-075,ARITON - DOT LANEY MEMORIAL LIBRARY,05,3,03,00,00,-85.7194125,31.6001879,01,045,30 WEST MAIN STREET,ARITON,36311,6362,DALE,3347622463,ME,CI,SO,CI1,N,.,.,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,,,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2015
AL,AL0024,999-035,HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY,05,1,00,00,00,-85.3419344,31.3523595,01,067,17 PARK STREET,HEADLAND,36345,1747,HENRY,3346932706,NO,CI,SO,CI1,N,10/01/2013,09/30/2014,9642,1,0,0,0,1,3,116550,8297,4000,137238,63586,12167,75753,15143,1000,22396,133750,0,0,0,0,0,15276,20801,489,4903,522,25,57,30,2236,26000,6500,4171,20175,7827,456,0,0,43,1137,16,6000,2066,2015
AL,AL0025,999-061,BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY,05,1,00,00,00,-85.8155105,31.7189493,01,109,164 SOUTH MAIN STREET,BRUNDIDGE,36010,1809,PIKE,3347352145,NO,CI,SO,CI1,N,10/01/2013,09/30/2014,8496,1,0,0,1,4,4,216896,6902,0,230939,75625,19688,95313,28558,0,37732,158417,2357,0,0,2357,40123,12109,0,147,0,528,0,57,24,2236,9070,1953,2521,13968,5096,0,0,0,214,1897,19,4462,0,2015
AL,AL0026,999-079,OZARK - DALE COUNTY PUBLIC LIBRARY,05,1,00,00,00,-85.6327649,31.452208,01,045,416 JAMES STREET,OZARK,36360,2082,DALE,3347745480,ME,MJ,SO,CO2,N,10/01/2013,09/30/2014,37931,1,0,0,0,2,7,150750,35679,0,253703,149287,12367,161654,21912,3000,27517,253964,0,0,0,0,0,62515,1063,2472,0,2289,0,57,0,2129,108146,7665,13156,105205,20795,4918,116,105,311,4653,42,34195,10500,2015
