NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100,INTPTLAT,INTPTLON,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010047,P0010063,P0010070,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020028,P0020049,P0020065,P0020072,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030026,P0030047,P0030063,P0030070,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040028,P0040049,P0040065,P0040072,H0010001,H0010002,H0010003
St. Clair County,AL,050,3,6,01,115,1636619393,56300062,83593,35541,+33.7129627,-086.3156631,83593,82470,73741,7150,281,518,46,734,1123,1079,322,414,135,20,127,20,14,0,10,0,0,8,3,5,1,26,4,14,0,83593,1716,81877,80914,72947,7098,252,512,41,64,963,926,22,4,11,0,63767,63182,56664,5436,223,380,31,448,585,556,17,2,10,0,63767,1053,62714,62195,56160,5405,206,376,27,21,519,493,17,2,7,0,35541,31624,3917
Shelby County,AL,050,3,6,01,117,2032960300,63700594,195085,80970,+33.2629366,-086.6781042,195085,192401,161943,20732,553,3726,74,5373,2684,2518,664,574,516,37,422,84,33,11,52,4,2,11,16,79,13,163,2,1,0,195085,11567,183518,181446,156371,20606,458,3699,62,250,2072,1935,135,1,1,0,145123,143706,122241,14916,430,2663,49,3407,1417,1319,96,1,1,0,145123,7336,137787,136701,118676,14847,368,2646,45,119,1086,1003,82,0,1,0,80970,74072,6898
Sumter County,AL,050,3,6,01,119,2341057426,24436353,13763,6786,+32.5974811,-088.2000571,13763,13716,3326,10316,11,33,4,26,47,32,14,5,1,0,1,4,2,2,3,0,0,0,0,0,0,15,0,0,0,13763,86,13677,13632,3304,10283,11,33,1,0,45,31,14,0,0,0,10695,10659,2875,7721,9,27,4,23,36,21,15,0,0,0,10695,72,10623,10589,2860,7692,9,27,1,0,34,20,14,0,0,0,6786,5629,1157
Talladega County,AL,050,3,6,01,121,1908239516,60944144,82291,37088,+33.3692774,-086.1758045,82291,81190,53739,26055,264,339,6,787,1101,1043,403,331,78,15,80,64,19,14,31,0,0,2,2,4,0,53,5,0,0,82291,1671,80620,79657,53079,25953,230,329,6,60,963,919,40,4,0,0,63006,62446,42286,19115,217,264,6,558,560,522,33,5,0,0,63006,1194,61812,61333,41823,19034,187,257,6,26,479,452,23,4,0,0,37088,31890,5198
Tallapoosa County,AL,050,3,6,01,123,1855780057,128808796,41616,22111,+32.8633694,-085.7995532,41616,41209,29087,11083,121,197,8,713,407,378,142,120,28,6,28,28,6,5,6,1,0,2,2,4,0,27,2,0,0,41616,1042,40574,40228,28838,11050,119,197,2,22,346,321,23,2,0,0,32397,32173,23438,7981,97,134,7,516,224,208,14,2,0,0,32397,721,31676,31490,23290,7957,96,134,2,11,186,174,10,2,0,0,22111,16985,5126
Tuscaloosa County,AL,050,3,6,01,125,3423328940,76395592,194656,84872,+33.2902022,-087.5228598,194656,192557,129004,57611,526,2306,117,2993,2099,1984,640,409,346,29,258,129,40,19,42,12,5,18,6,28,3,104,10,1,0,194656,5949,188707,186972,126611,57401,455,2293,76,136,1735,1646,86,3,0,0,152870,151670,105650,41536,427,1909,77,2071,1200,1126,68,6,0,0,152870,4180,148690,147700,103919,41385,376,1897,49,74,990,929,59,2,0,0,84872,76141,8731
Walker County,AL,050,3,6,01,127,2049177420,36263761,67023,30816,+33.7915714,-087.3010918,67023,66195,61146,3928,251,195,36,639,828,800,286,343,50,15,55,22,7,0,2,5,0,1,4,1,9,28,0,0,0,67023,1307,65716,64957,60587,3885,233,190,26,36,759,738,21,0,0,0,51916,51497,47837,2850,202,146,26,436,419,410,9,0,0,0,51916,872,51044,50655,47475,2825,191,141,18,5,389,381,8,0,0,0,30816,26571,4245
Washington County,AL,050,3,6,01,129,2797722307,21650857,17581,8407,+31.4069737,-088.2020776,17581,17374,11508,4380,1411,20,12,43,207,196,17,101,8,3,15,24,10,0,4,0,1,11,1,0,1,11,0,0,0,17581,151,17430,17244,11455,4360,1394,18,9,8,186,176,10,0,0,0,13097,12982,8866,3130,936,14,8,28,115,107,8,0,0,0,13097,108,12989,12884,8826,3113,925,12,5,3,105,98,7,0,0,0,8407,6758,1649
Wilcox County,AL,050,3,6,01,131,2301200113,48985152,11670,5649,+31.9903296,-087.3022049,11670,11619,3126,8465,14,4,1,9,51,43,10,15,3,0,2,6,5,1,1,0,0,0,0,0,0,8,0,0,0,11670,72,11598,11551,3110,8420,14,4,1,2,47,39,8,0,0,0,8520,8486,2530,5933,12,4,0,7,34,28,6,0,0,0,8520,53,8467,8436,2520,5899,12,4,0,1,31,25,6,0,0,0,5649,4484,1165
Winston County,AL,050,3,6,01,133,1587607882,48922827,24484,13469,+34.1558884,-087.3641471,24484,24131,23409,115,163,60,28,356,353,333,47,172,33,14,52,1,0,0,1,0,0,1,2,0,10,17,0,3,0,24484,639,23845,23562,23237,115,139,59,8,4,283,267,13,0,3,0,19185,18974,18473,81,121,45,16,238,211,196,13,0,2,0,19185,376,18809,18629,18387,81,108,44,6,3,180,168,10,0,2,0,13469,10163,3306
Aleutians East Borough,AK,050,4,9,02,013,18083148800,20792209033,3141,747,+55.2437223,-161.9507485,3141,2988,660,219,876,1130,19,84,153,138,1,59,19,1,25,1,2,0,2,8,5,1,2,12,0,14,0,1,0,3141,385,2756,2639,425,212,869,1113,19,1,117,104,12,0,1,0,2770,2656,607,217,628,1106,19,79,114,109,4,0,1,0,2770,361,2409,2327,378,211,625,1093,19,1,82,78,3,0,1,0,747,553,194
Aleutians West Census Area,AK,050,4,9,02,016,11370762625,25190643524,5561,1929,+51.9594469,+178.3388130,5561,5250,2004,332,857,1606,103,348,311,285,5,90,58,12,27,2,12,2,5,12,13,8,11,28,0,25,1,0,0,5561,726,4835,4586,1745,318,841,1575,102,5,249,226,23,0,0,0,4746,4565,1744,330,654,1421,93,323,181,170,10,1,0,0,4746,627,4119,3969,1522,316,640,1394,92,5,150,140,10,0,0,0,1929,1212,717
Anchorage Municipality,AK,050,4,9,02,020,4415108963,663860984,291826,113032,+61.1775490,-149.2743541,291826,268181,192498,16226,23130,23580,5901,6846,23645,21199,2962,9238,3703,603,1109,1076,367,161,302,450,185,211,519,227,86,2227,200,19,0,291826,22061,269765,249715,182814,15308,22047,23208,5776,562,20050,18145,1764,130,11,0,216040,204776,151621,11654,16461,16710,3538,4792,11264,10455,745,59,5,0,216040,13666,202374,192591,145337,11107,15859,16484,3468,336,9783,9139,601,39,4,0,113032,107332,5700
Bethel Census Area,AK,050,4,9,02,050,105075822708,12779523593,17013,5919,+60.9289164,-160.1533502,17013,16300,1894,65,14109,160,27,45,713,681,16,505,29,6,5,46,0,0,1,44,17,9,2,1,0,32,0,0,0,17013,181,16832,16157,1854,65,14056,158,18,6,675,648,27,0,0,0,10795,10469,1620,54,8604,147,14,30,326,320,6,0,0,0,10795,108,10687,10383,1589,54,8583,145,10,2,304,298,6,0,0,0,5919,4651,1268
Bristol Bay Borough,AK,050,4,9,02,060,1304947207,993830067,997,969,+58.7313725,-156.9866122,997,830,481,0,334,8,3,4,167,153,0,126,9,5,1,8,0,0,0,3,0,0,1,0,0,7,7,0,0,997,24,973,817,476,0,330,8,3,0,156,149,3,4,0,0,772,670,408,0,248,7,3,4,102,98,2,2,0,0,772,15,757,661,404,0,247,7,3,0,96,94,1,1,0,0,969,423,546
Denali Borough,AK,050,4,9,02,068,33026000538,66068790,1826,1771,+63.6827316,-150.0267191,1826,1746,1637,10,65,19,1,14,80,79,1,49,20,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1826,42,1784,1713,1614,10,64,19,1,5,71,70,1,0,0,0,1415,1369,1282,9,52,15,1,10,46,46,0,0,0,0,1415,30,1385,1346,1266,9,52,15,1,3,39,39,0,0,0,0,1771,806,965
Dillingham Census Area,AK,050,4,9,02,070,48092912615,6077223732,4847,2427,+59.8248160,-158.6022333,4847,4409,878,11,3470,32,6,12,438,408,4,337,1,2,2,14,0,0,0,31,10,4,1,2,0,28,2,0,0,4847,101,4746,4336,855,11,3431,32,6,1,410,382,26,2,0,0,3252,3039,757,8,2233,23,6,12,213,203,10,0,0,0,3252,57,3195,2993,737,8,2218,23,6,1,202,193,9,0,0,0,2427,1563,864
Fairbanks North Star Borough,AK,050,4,9,02,090,19005874393,273188119,97581,41783,+64.6908322,-146.5998673,97581,90910,75175,4423,6879,2591,396,1446,6671,6182,847,3141,1094,135,356,194,85,32,64,38,29,43,74,36,14,437,51,1,0,97581,5651,91930,86160,72259,4154,6669,2512,375,191,5770,5388,357,24,1,0,72580,69345,57906,3109,4896,2118,265,1051,3235,3052,157,25,1,0,72580,3496,69084,66186,55990,2969,4777,2061,254,135,2898,2752,132,13,1,0,41783,36441,5342
Haines Borough,AK,050,4,9,02,100,6005146534,1053874968,2508,1631,+59.0999054,-135.5781024,2508,2361,2086,10,230,14,0,21,147,134,5,105,16,0,3,0,0,0,0,4,0,1,0,0,0,13,0,0,0,2508,47,2461,2324,2062,9,227,13,0,13,137,130,7,0,0,0,2009,1912,1700,8,183,13,0,8,97,90,7,0,0,0,2009,32,1977,1887,1682,7,181,12,0,5,90,86,4,0,0,0,1631,1149,482
Hoonah-Angoon Census Area,AK,050,4,9,02,105,19489439091,8778085294,2150,1771,+58.0764336,-135.1850997,2150,1931,1014,8,890,12,1,6,219,205,3,167,1,0,0,14,0,0,0,17,2,1,0,0,0,13,1,0,0,2150,77,2073,1864,993,8,850,12,1,0,209,195,13,1,0,0,1726,1600,876,4,707,7,1,5,126,121,5,0,0,0,1726,46,1680,1560,861,4,687,7,1,0,120,115,5,0,0,0,1771,913,858
Juneau City and Borough,AK,050,4,9,02,110,6997968643,1429575134,31275,13055,+58.3727004,-134.1787807,31275,28308,21814,279,3692,1919,218,386,2967,2541,87,1585,347,52,61,84,17,4,3,231,23,20,17,9,1,397,19,10,0,31275,1588,29687,26990,21065,259,3534,1879,213,40,2697,2334,341,12,10,0,23939,22375,17616,221,2691,1420,136,291,1564,1404,151,7,2,0,23939,1008,22931,21485,17107,205,2609,1401,134,29,1446,1308,131,5,2,0,13055,12187,868
Kenai Peninsula Borough,AK,050,4,9,02,122,41634915224,22473290427,55400,30578,+60.3663727,-152.3219731,55400,52293,46857,269,4081,631,119,336,3107,2923,142,2081,326,75,118,41,1,2,5,58,13,20,22,12,7,165,14,5,0,55400,1641,53759,50901,45879,248,3970,614,111,79,2858,2696,146,12,4,0,42289,40600,36578,217,2966,507,94,238,1689,1621,59,6,3,0,42289,1045,41244,39680,35939,203,2900,496,91,51,1564,1503,53,6,2,0,30578,22161,8417
Ketchikan Gateway Borough,AK,050,4,9,02,130,12583232994,4649414062,13477,6166,+55.4499378,-131.1066847,13477,12227,9176,78,1910,943,27,93,1250,1179,42,843,136,12,45,31,3,0,1,37,8,10,11,0,0,58,13,0,0,13477,538,12939,11799,8918,76,1831,936,24,14,1140,1073,55,12,0,0,10250,9629,7389,66,1362,716,21,75,621,593,24,4,0,0,10250,314,9936,9352,7228,64,1318,711,19,12,584,556,24,4,0,0,6166,5305,861
Kodiak Island Borough,AK,050,4,9,02,150,16963331761,14173062281,13592,5303,+57.5536114,-153.6309109,13592,12555,7522,92,1797,2660,87,397,1037,957,29,571,154,35,67,11,9,1,1,31,3,10,19,13,3,69,9,2,0,13592,996,12596,11701,7137,85,1759,2620,86,14,895,835,53,5,2,0,9698,9184,5664,72,1226,1893,63,266,514,489,19,4,2,0,9698,578,9120,8653,5433,68,1207,1873,62,10,467,446,17,2,2,0,5303,4630,673
Lake and Peninsula Borough,AK,050,4,9,02,164,61258419419,24010457489,1631,1502,+58.2050652,-156.7051884,1631,1467,380,9,1061,6,5,6,164,160,1,128,5,1,0,14,0,0,0,10,1,0,0,0,0,3,1,0,0,1631,43,1588,1426,362,9,1044,6,5,0,162,158,3,1,0,0,1139,1059,306,2,740,6,2,3,80,79,1,0,0,0,1139,15,1124,1044,299,2,735,6,2,0,80,79,1,0,0,0,1502,553,949
Matanuska-Susitna Borough,AK,050,4,9,02,170,63734160198,1682737402,88995,41329,+62.1821735,-149.4079740,88995,83254,75540,856,4901,1096,221,640,5741,5308,430,3519,618,107,275,85,28,7,19,57,33,42,72,14,2,394,30,9,0,88995,3301,85694,80638,73676,817,4735,1075,214,121,5056,4714,311,24,7,0,63276,60495,55171,631,3270,806,153,464,2781,2616,152,6,7,0,63276,1863,61413,58911,54097,611,3181,791,150,81,2502,2369,124,4,5,0,41329,31824,9505
Nome Census Area,AK,050,4,9,02,180,59470685832,13768011766,9492,4008,+64.7836858,-164.1889119,9492,8905,1552,27,7199,96,9,22,587,559,4,474,23,1,5,19,0,0,0,16,5,8,2,2,0,25,3,0,0,9492,115,9377,8818,1511,27,7175,88,9,8,559,534,22,3,0,0,6233,5954,1333,21,4498,80,5,17,279,269,8,2,0,0,6233,69,6164,5898,1301,21,4490,75,5,6,266,257,7,2,0,0,4008,2815,1193
North Slope Borough,AK,050,4,9,02,185,229720054439,15801179317,9430,2500,+69.4493427,-153.4728302,9430,8937,3147,94,5100,425,104,67,493,466,10,286,35,3,7,53,1,0,1,19,24,10,13,4,0,26,1,0,0,9430,249,9181,8720,3059,91,5046,414,103,7,461,436,24,1,0,0,7179,6940,3000,87,3355,357,80,61,239,232,7,0,0,0,7179,178,7001,6782,2929,85,3334,348,79,7,219,213,6,0,0,0,2500,2029,471
Northwest Arctic Borough,AK,050,4,9,02,188,92132564828,13406688095,7523,2707,+67.0050655,-160.0210864,7523,7075,846,37,6121,42,12,17,448,432,3,352,12,0,1,32,1,0,1,12,14,4,0,0,0,15,1,0,0,7523,58,7465,7024,830,35,6102,42,12,3,441,425,15,1,0,0,4868,4641,746,30,3807,38,6,14,227,223,4,0,0,0,4868,36,4832,4608,733,28,3800,38,6,3,224,220,4,0,0,0,2707,1919,788
Petersburg Census Area,AK,050,4,9,02,195,8500293927,6221367848,3815,1994,+56.6396123,-133.5279958,3815,3489,2711,15,614,100,7,42,326,291,7,203,37,4,1,3,0,0,0,31,2,2,1,0,0,33,2,0,0,3815,130,3685,3382,2649,15,603,96,6,13,303,276,26,1,0,0,2924,2766,2161,8,474,86,7,30,158,142,15,1,0,0,2924,86,2838,2687,2115,8,467,85,6,6,151,138,12,1,0,0,1994,1599,395
Prince of Wales-Hyder Census Area,AK,050,4,9,02,198,10160193695,9739418122,5559,2992,+55.4156834,-132.8757340,5559,5085,2799,17,2207,21,21,20,474,422,5,329,31,3,3,13,0,0,1,23,8,5,0,1,0,52,0,0,0,5559,127,5432,4984,2756,17,2165,21,21,4,448,399,49,0,0,0,4135,3890,2253,14,1574,18,14,17,245,227,18,0,0,0,4135,72,4063,3826,2224,14,1552,18,14,4,237,221,16,0,0,0,2992,2194,798
Sitka City and Borough,AK,050,4,9,02,220,7434143788,5027404028,8881,4102,+57.1425085,-135.3326236,8881,8010,5798,47,1493,529,30,113,871,805,23,567,101,16,23,6,1,0,0,29,16,15,8,0,0,63,3,0,0,8881,437,8444,7675,5641,43,1442,509,29,11,769,723,46,0,0,0,6791,6349,4691,34,1107,414,21,82,442,411,30,1,0,0,6791,276,6515,6115,4580,31,1073,402,21,8,400,380,20,0,0,0,4102,3545,557
Skagway Municipality,AK,050,4,9,02,230,1171515798,30331334,968,636,+59.5750974,-135.3354181,968,929,885,0,34,5,1,4,39,37,0,16,16,1,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0,968,21,947,912,872,0,34,5,1,0,35,34,1,0,0,0,816,788,750,0,28,5,1,4,28,27,1,0,0,0,816,13,803,778,744,0,28,5,1,0,25,25,0,0,0,0,636,436,200
Southeast Fairbanks Census Area,AK,050,4,9,02,240,64150915284,752795246,7029,3915,+63.8649972,-143.2186282,7029,6686,5651,76,808,64,18,69,343,329,20,233,33,4,27,2,1,4,0,2,0,1,2,0,0,14,0,0,0,7029,234,6795,6484,5535,71,797,64,11,6,311,299,12,0,0,0,5180,4999,4250,54,568,60,12,55,181,178,3,0,0,0,5180,148,5032,4867,4178,52,563,60,8,6,165,163,2,0,0,0,3915,2567,1348
Valdez-Cordova Census Area,AK,050,4,9,02,261,88680877051,15799689879,9636,6102,+61.3498403,-145.0231406,9636,8942,7127,46,1315,354,54,46,694,658,21,502,56,9,36,5,2,0,2,10,3,1,3,7,1,34,2,0,0,9636,349,9287,8669,6949,45,1270,350,54,1,618,599,19,0,0,0,7288,6940,5633,40,921,268,37,41,348,332,14,2,0,0,7288,221,7067,6752,5516,39,895,264,37,1,315,306,9,0,0,0,6102,3966,2136
Wade Hampton Census Area,AK,050,4,9,02,270,44240705695,6711999401,7459,2183,+62.2831737,-163.1909497,7459,7308,201,1,7085,18,0,3,151,143,0,109,1,0,0,16,0,0,0,5,11,1,0,0,0,8,0,0,0,7459,7,7452,7302,199,1,7082,17,0,3,150,143,7,0,0,0,4358,4289,172,1,4100,13,0,3,69,63,6,0,0,0,4358,4,4354,4286,170,1,4100,12,0,3,68,63,5,0,0,0,2183,1745,438
Wrangell City and Borough,AK,050,4,9,02,275,6582411037,2384276261,2369,1428,+56.2791206,-132.0403255,2369,2146,1719,4,384,33,1,5,223,209,7,178,10,1,3,0,0,0,0,6,2,0,2,0,0,14,0,0,0,2369,37,2332,2118,1699,4,381,32,1,1,214,202,12,0,0,0,1849,1719,1414,1,280,20,0,4,130,124,6,0,0,0,1849,22,1827,1703,1404,1,278,19,0,1,124,118,6,0,0,0,1428,1053,375
Yakutat City and Borough,AK,050,4,9,02,282,19812002035,4696710283,662,450,+59.9990832,-140.2395926,662,560,281,2,237,27,12,1,102,97,0,74,3,6,0,2,0,0,0,9,3,0,0,0,0,4,1,0,0,662,17,645,544,268,2,235,27,12,0,101,96,4,1,0,0,500,440,227,2,178,27,5,1,60,56,4,0,0,0,500,10,490,431,221,2,176,27,5,0,59,55,4,0,0,0,450,270,180
Yukon-Koyukuk Census Area,AK,050,4,9,02,290,376855656455,5956563857,5588,4038,+65.3761313,-151.5768554,5588,5274,1243,10,3992,14,6,9,314,306,10,260,21,1,1,5,0,0,0,6,1,1,0,0,0,8,0,0,0,5588,66,5522,5216,1218,9,3967,14,6,2,306,298,8,0,0,0,4036,3870,1020,10,2819,11,2,8,166,163,3,0,0,0,4036,41,3995,3835,1003,9,2808,11,2,2,160,157,3,0,0,0,4038,2217,1821
Apache County,AZ,050,4,8,04,001,29001443825,54175788,71518,32514,+35.3858453,-109.4937467,71518,70096,16634,175,52154,203,26,904,1422,1380,76,720,51,8,148,193,0,1,3,33,27,107,4,9,0,36,6,0,0,71518,4113,67405,66321,14568,157,51360,185,24,27,1084,1057,23,4,0,0,48858,48237,12874,157,34408,157,19,622,621,601,16,4,0,0,48858,2517,46341,45867,11470,141,34063,150,18,25,474,462,10,2,0,0,32514,22771,9743
Cochise County,AZ,050,4,8,04,003,15969063883,137025224,131346,59041,+31.8817928,-109.7541201,131346,126071,103085,5465,1589,2525,418,12989,5275,4851,842,955,934,129,1324,88,116,19,96,29,3,106,95,88,27,374,44,6,0,131346,42543,88803,85742,76805,4936,989,2410,379,223,3061,2796,239,22,4,0,101096,98203,81736,4105,1205,2148,310,8699,2893,2715,158,16,4,0,101096,28210,72886,71169,64059,3826,786,2073,288,137,1717,1589,116,9,3,0,59041,50865,8176
Coconino County,AZ,050,4,8,04,005,48222689085,109964090,134421,63321,+35.8296919,-111.7737277,134421,130310,82967,1629,36714,1846,164,6990,4111,3840,377,1523,600,79,655,189,21,2,46,46,33,181,35,45,8,247,20,4,0,134421,18166,116255,113453,74231,1495,35610,1787,138,192,2802,2618,169,11,4,0,102633,100416,68076,1335,24537,1610,139,4719,2217,2069,135,9,4,0,102633,11954,90679,89103,61997,1252,24026,1559,121,148,1576,1470,95,7,4,0,63321,46711,16610
Gila County,AZ,050,4,8,04,007,12322988718,97111978,53597,32698,+33.7896177,-110.8118696,53597,52526,41162,233,7946,273,47,2865,1071,1035,74,454,79,11,318,23,1,0,15,6,11,27,6,10,0,35,1,0,0,53597,9588,44009,43436,35298,195,7615,256,34,38,573,561,12,0,0,0,42126,41515,33983,169,5077,227,35,2024,611,593,17,1,0,0,42126,6519,35607,35246,29922,154,4907,213,27,23,361,355,6,0,0,0,32698,22000,10698
Graham County,AZ,050,4,8,04,009,11972471194,47833765,37220,12980,+32.9318277,-109.8783103,37220,36172,26827,683,5376,200,52,3034,1048,1006,110,228,68,25,449,32,2,3,26,5,7,24,11,8,8,40,0,2,0,37220,11320,25900,25465,19483,633,5074,193,49,33,435,414,19,0,2,0,26645,26089,19801,616,3367,167,50,2088,556,536,18,0,2,0,26645,7764,18881,18639,14613,578,3214,163,47,24,242,229,11,0,2,0,12980,11120,1860
Greenlee County,AZ,050,4,8,04,011,4773673819,13745365,8437,4372,+33.2388723,-109.2423231,8437,8117,6514,89,195,46,5,1268,320,308,12,77,14,0,179,1,0,0,9,0,0,7,0,6,3,12,0,0,0,8437,4040,4397,4327,4054,79,142,44,5,3,70,65,5,0,0,0,5974,5834,4751,55,127,33,2,866,140,133,7,0,0,0,5974,2638,3336,3288,3103,51,99,31,2,2,48,45,3,0,0,0,4372,3188,1184
La Paz County,AZ,050,4,8,04,012,11653984341,36581791,20489,16049,+33.7276249,-114.0387933,20489,19728,14306,129,2628,107,7,2551,761,722,47,304,38,6,162,42,0,0,5,6,0,106,1,4,1,39,0,0,0,20489,4806,15683,15276,12854,115,2201,90,5,11,407,383,24,0,0,0,16811,16389,12840,97,1703,91,6,1652,422,403,19,0,0,0,16811,3054,13757,13509,11847,90,1480,79,4,9,248,236,12,0,0,0,16049,9198,6851
Maricopa County,AZ,050,4,8,04,013,23828260196,62795719,3817117,1639279,+33.3465408,-112.4955335,3817117,3685349,2786781,190519,78329,132225,7790,489705,131768,122267,24050,16363,23484,2594,36664,3371,2023,426,3951,809,281,3050,1352,3090,759,8672,688,132,9,3817117,1128741,2688376,2617329,2240055,177490,59252,128301,6723,5508,71047,65480,5087,387,90,3,2809256,2743407,2147723,132670,52457,100199,5442,304916,65849,61529,3937,287,89,7,2809256,694149,2115107,2079099,1805845,125763,41458,97783,4787,3463,36008,33233,2535,178,59,3,1639279,1411583,227696
Mohave County,AZ,050,4,8,04,015,34475546921,387371395,200186,110911,+35.7177050,-113.7496891,200186,194693,173878,1882,4500,2103,341,11989,5493,5122,631,1666,753,164,1407,66,30,13,50,33,17,146,64,58,24,337,21,13,0,200186,29569,170617,167363,159378,1715,3793,2016,316,145,3254,3034,202,12,6,0,158921,155822,141553,1439,3118,1759,261,7692,3099,2923,158,12,6,0,158921,18986,139935,137933,131890,1338,2673,1694,243,95,2002,1886,105,8,3,0,110911,82539,28372
Navajo County,AZ,050,4,8,04,017,25771473007,24078377,107449,56938,+35.3909336,-110.3209076,107449,104801,52972,938,46611,580,75,3625,2648,2529,195,1103,132,50,542,212,3,1,16,49,26,161,12,18,9,113,4,2,0,107449,11571,95878,94228,47181,842,45551,542,68,44,1650,1587,60,3,0,0,75476,74346,40420,740,30314,436,49,2387,1130,1083,42,3,2,0,75476,7307,68169,67414,36395,695,29822,421,48,33,755,725,28,2,0,0,56938,35658,21280
Pima County,AZ,050,4,8,04,019,23794311939,5337525,980263,440909,+32.1282374,-111.7830177,980263,944024,728751,34674,32605,25731,1624,120639,36239,33698,5531,5908,6361,557,10006,939,536,82,1064,253,89,1157,328,727,160,2334,187,19,1,980263,338802,641461,623722,541700,31075,23558,24592,1336,1461,17739,16442,1195,88,14,0,754947,734993,586571,25255,22127,20815,1158,79067,19954,18801,1044,95,13,1,754947,222633,532314,522139,460333,23387,16323,20088,987,1021,10175,9481,630,53,11,0,440909,388660,52249
Pinal County,AZ,050,4,8,04,021,13896869603,22331525,375770,159222,+32.9189100,-111.3672569,375770,361447,272013,17215,20949,6492,1565,43213,14323,13298,2245,2408,1591,259,4372,547,182,42,391,85,50,623,156,252,95,962,59,3,1,375770,106977,268793,261993,220486,16007,17410,6114,1489,487,6800,6295,475,28,1,1,276070,269560,207286,12126,14629,5037,1344,29138,6510,6114,372,22,1,1,276070,67599,208471,205202,174488,11550,12727,4822,1303,312,3269,3039,215,13,1,1,159222,125590,33632
Santa Cruz County,AZ,050,4,8,04,023,3203598541,3088171,47420,18010,+31.5259036,-110.8451898,47420,46467,34835,179,328,255,15,10855,953,927,40,86,39,8,689,2,1,1,11,0,1,14,2,23,10,22,2,2,0,47420,39273,8147,8029,7564,89,115,235,7,19,118,111,6,1,0,0,32860,32201,24911,129,246,205,11,6699,659,640,15,2,2,0,32860,25684,7176,7096,6707,75,96,194,6,18,80,74,5,1,0,0,18010,15437,2573
Yavapai County,AZ,050,4,8,04,025,21039764981,11501683,211033,110432,+34.6300439,-112.5737449,211033,205675,188515,1267,3549,1785,213,10346,5358,4980,570,1882,700,165,1253,84,11,3,27,33,18,125,53,38,18,342,31,4,1,211033,28728,182305,178944,172968,1104,2799,1703,182,188,3361,3122,220,17,1,1,170764,167638,155920,938,2523,1488,173,6596,3126,2908,187,26,4,1,170764,17985,152779,150632,145982,841,2085,1435,153,136,2147,1991,139,15,1,1,110432,90903,19529
Yuma County,AZ,050,4,8,04,027,14281174361,13253868,195751,87850,+32.7739424,-113.9109050,195751,188241,137881,3931,3056,2324,306,40743,7510,7099,642,907,803,118,3766,102,60,9,211,48,17,145,68,158,45,383,28,0,0,195751,116912,78839,76609,69022,3169,1957,2041,204,216,2230,2039,178,13,0,0,140566,136311,103118,2879,2136,1781,222,26175,4255,4078,165,12,0,0,140566,74204,66362,65092,59244,2508,1448,1612,166,114,1270,1179,82,9,0,0,87850,64767,23083
Arkansas County,AR,050,3,7,05,001,2560902522,116495598,19019,9436,+34.2895735,-091.3765467,19019,18770,13659,4661,36,92,2,320,249,230,96,71,10,2,21,23,0,1,4,0,0,1,1,0,0,18,1,0,0,19019,513,18506,18281,13511,4634,31,92,2,11,225,209,15,1,0,0,14594,14478,10845,3289,31,74,2,237,116,108,7,1,0,0,14594,357,14237,14128,10744,3271,29,74,2,8,109,101,7,1,0,0,9436,8005,1431
Ashley County,AR,050,3,7,05,003,2396641905,39310651,21853,10137,+33.1908354,-091.7722672,21853,21605,15143,5640,70,40,3,709,248,237,67,64,9,6,63,7,2,2,2,0,0,11,0,3,1,9,2,0,0,21853,1069,20784,20619,14901,5619,53,40,2,4,165,156,7,2,0,0,16523,16403,11796,4086,50,30,3,438,120,112,6,2,0,0,16523,643,15880,15794,11645,4075,41,30,2,1,86,78,6,2,0,0,10137,8765,1372
Baxter County,AR,050,3,7,05,005,1435587546,83997217,41513,22580,+36.2807100,-092.3304383,41513,40909,40231,67,232,169,17,193,604,571,34,362,76,18,69,7,1,0,0,0,0,3,0,1,0,30,0,3,0,41513,688,40825,40306,39837,59,217,163,16,14,519,497,22,0,0,0,34007,33624,33101,52,187,135,15,134,383,363,17,0,3,0,34007,432,33575,33229,32851,47,176,133,15,7,346,335,11,0,0,0,22580,18748,3832
Benton County,AR,050,3,7,05,007,2194644508,94662461,221339,93084,+36.3378246,-094.2561871,221339,215433,182817,2814,3751,6319,671,19061,5906,5681,566,2582,722,75,1276,39,30,15,49,36,27,39,46,157,22,217,6,2,0,221339,34283,187056,182795,169605,2647,3440,6245,634,224,4261,4089,168,4,0,0,159491,156442,135639,1865,2529,4522,385,11502,3049,2967,76,5,1,0,159491,20026,139465,137199,128123,1766,2349,4485,363,113,2266,2204,58,4,0,0,93084,82087,10997
